"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"to make your holiday perfect#positive";"1";"1";"1";"to make your holiday perfect";"P V Q N G";"to#771 make#19 your#30 holiday#61 perfect#34"
"could be a little improved#negative";"1";"1";"1";"can be a little improved";"O V D G G";"could#42 be#115 a#833 little#47 improved#4"
"happy to talk to you#positive";"1";"1";"1";"happy to talk to you";"G P V P Q";"happy#9 to#771 talk#5 to#771 you#224"
"a fun place to be#positive";"1";"1";"1";"a fun place to be";"D N N P V";"a#833 fun#12 place#68 to#771 be#115"
"looks more like a hostel#negative";"1";"1";"1";"look more like a hostel";"V G P D N";"looks#13 more#50 like#56 a#833 hostel#8"
"couldn 't find anything interesting#negative";"1";"1";"1";"couldn 't find anything interesting";"V A V N G";"couldn#5 't#95 find#21 anything#11 interesting#6"
"well positioned for city sightseeing#positive";"1";"1";"1";"well position for city sightseeing";"A V P N N";"well#84 positioned#2 for#419 city#62 sightseeing#3"
"spending holidays in this hotel#positive";"1";"1";"1";"spending holiday in this hotel";"N N P D N";"spending#1 holidays#14 in#626 this#254 hotel#680"
"not recommended at all !#strongnegative";"1";"1";"1";"not recommend at all !";"A V P D O";"not#259 recommended#10 at#214 all#188 !#234"
"will come back for sure#strongpositive";"0";"2";"3";"will come back for sure";"O V A P G";"will#63 come#30 back#59 for#419 sure#14"
"one of the best holidays#strongpositive";"0";"1";"4";"one of the good holiday";"O P D G N";"one#98 of#490 the#2027 best#64 holidays#14"
"had a very good time#strongpositive";"0";"1";"2";"have a very good time";"V D A G N";"had#154 a#833 very#458 good#275 time#74"
"so close to the louvre#strongpositive";"0";"1";"2";"so close to the Louvre";"A A P D R";"so#118 close#50 to#771 the#2027 louvre#3"
"close to the city center#positive";"0";"1";"3";"close to the city center";"G P D N N";"close#50 to#771 the#2027 city#62 center#36"
"pull out of the shuttle bus#negative";"1";"1";"1";"pull out of the shuttle bus";"V P P D N N";"pull#1 out#48 of#490 the#2027 shuttle#9 bus#20"
"almost expired date of the food#negative";"1";"1";"1";"almost expire date of the food";"A V N P D N";"almost#8 expired#1 date#3 of#490 the#2027 food#131"
"in front of a subway station#positive";"1";"1";"1";"in front of a subway station";"P N P D N N";"in#626 front#20 of#490 a#833 subway#7 station#26"
"just cross the boulevar du periferique#positive";"1";"1";"1";"just cross the boulevar du Periferique";"A V D N A R";"just#65 cross#1 the#2027 boulevar#1 du#3 periferique#1"
"5 minute walk from gran via#positive";"1";"1";"1";"5 minute walk from Gran Via";"O N N P R R";"5#31 minute#6 walk#31 from#148 gran#3 via#4"
"too much for what it offers#negative";"1";"1";"1";"too much for what it offer";"A A P Q Q V";"too#42 much#35 for#419 what#39 it#302 offers#8"
"treated to a full breakfast daily#positive";"1";"1";"1";"treat to a full breakfast daily";"V P D G N A";"treated#6 to#771 a#833 full#14 breakfast#116 daily#10"
"walking distance from the main station#positive";"1";"1";"1";"walking distance from the main station";"N N P D G N";"walking#30 distance#23 from#148 the#2027 main#24 station#26"
"might be small for american standards#negative";"1";"1";"1";"may be small for american standard";"O V G P G N";"might#12 be#115 small#68 for#419 american#2 standards#5"
"had all the comfort you need#positive";"1";"1";"1";"have all the comfort you need";"V D D N Q V";"had#154 all#188 the#2027 comfort#10 you#224 need#23"
"situated in the middle of paris#positive";"1";"1";"1";"situate in the middle of Paris";"V P D N P R";"situated#10 in#626 the#2027 middle#8 of#490 paris#27"
"could not have been more helpful#strongpositive";"1";"1";"1";"can not have be more helpful";"O A V V G G";"could#42 not#259 have#138 been#41 more#50 helpful#45"
"can 't do enough for you#positive";"1";"1";"1";"can 't do enough for you";"O A V A P Q";"can#81 't#95 do#37 enough#31 for#419 you#224"
"short driving distance from the airport#positive";"1";"1";"1";"short driving distance from the airport";"G N N P D N";"short#19 driving#1 distance#23 from#148 the#2027 airport#32"
"could do with less jelly fish#negative";"1";"1";"1";"can do with less jelly fish";"O V P G N A";"could#42 do#37 with#296 less#8 jelly#1 fish#9"
"just crossing the roads there are#positive";"1";"1";"1";"just cross the road there be";"A V D N O V";"just#65 crossing#1 the#2027 roads#2 there#213 are#218"
"well placed in the city centre#positive";"1";"1";"1";"well place in the City Centre";"A V P D R R";"well#84 placed#5 in#626 the#2027 city#62 centre#26"
"didn 't have a second person#negative";"1";"1";"1";"didn 't have a 2 person";"V A V D G N";"didn#22 't#95 have#138 a#833 second#14 person#8"
"luxury of an 18th century palace#positive";"1";"1";"1";"luxury of a 18th Century palace";"N P D G R N";"luxury#11 of#490 an#78 18th#2 century#2 palace#9"
"helping in any request of support#positive";"1";"1";"1";"help in any request of support";"V P D N P N";"helping#4 in#626 any#37 request#3 of#490 support#1"
"in the heart of gran via#positive";"1";"1";"1";"in the heart of Gran Via";"P D N P R R";"in#626 the#2027 heart#3 of#490 gran#3 via#4"
"remained too long on the tables#negative";"1";"1";"1";"remain too long on the table";"V A G P D N";"remained#1 too#42 long#19 on#161 the#2027 tables#5"
"walking distance to numerous touristic attractions#positive";"1";"1";"1";"walk distance to numerous touristic attraction";"V N P G G N";"walking#30 distance#23 to#771 numerous#3 touristic#2 attractions#5"
"a couple of miles outside the#positive";"1";"1";"1";"a couple of mile outside the";"D N P N P D";"a#833 couple#11 of#490 miles#1 outside#18 the#2027"
"a small door on the side#negative";"1";"1";"1";"a small door on the side";"D G N P D N";"a#833 small#68 door#14 on#161 the#2027 side#13"
"with all the things you want#positive";"1";"1";"1";"with all the thing you want";"P D D N Q V";"with#296 all#188 the#2027 things#16 you#224 want#24"
"will be booking again for 2014#positive";"1";"1";"1";"will be book again for 2014";"O V V A P O";"will#63 be#115 booking#8 again#58 for#419 2014#1"
"too pollution in the surrounding streets#negative";"1";"1";"1";"too pollution in the surround street";"A N P D V N";"too#42 pollution#1 in#626 the#2027 surrounding#5 streets#2"
"requires walking all around the hotel#negative";"1";"1";"1";"require walk all around the hotel";"V V A P D N";"requires#1 walking#30 all#188 around#34 the#2027 hotel#680"
"delighed to talk to you !#positive";"1";"1";"1";"delighed to talk to you !";"V P V P Q O";"delighed#1 to#771 talk#5 to#771 you#224 !#234"
"maintained to a very high standard#strongpositive";"1";"1";"1";"maintain to a very high standard";"V P D A G G";"maintained#5 to#771 a#833 very#458 high#8 standard#19"
"were made to feel very welcome#strongpositive";"1";"1";"1";"be make to feel very welcome";"V V P V A G";"were#230 made#32 to#771 feel#15 very#458 welcome#14"
"incredibly boring for lunch and dinner#strongnegative";"1";"1";"1";"incredibly boring for lunch and dinner";"A N P N C N";"incredibly#2 boring#2 for#419 lunch#3 and#1183 dinner#19"
"booked again for the following year#positive";"1";"1";"1";"book again for the following year";"V A P D G N";"booked#22 again#58 for#419 the#2027 following#1 year#24"
"let you through to you room#positive";"1";"1";"1";"let you through to you room";"V Q P P Q N";"let#7 you#224 through#14 to#771 you#224 room#262"
"absolutely not value for the money#strongnegative";"1";"1";"1";"ABSOLUTELY NOT VALUE for the money";"R R R P D N";"absolutely#18 not#259 value#21 for#419 the#2027 money#32"
"one of the best for vacation#positive";"1";"1";"1";"one of the good for vacation";"O P D G P N";"one#98 of#490 the#2027 best#64 for#419 vacation#13"
"shopping center "" diagonal mar ""#positive";"1";"1";"1";"shopping center "" diagonal Mar """;"N N N G R N";"shopping#20 center#36 ""#42 diagonal#1 mar#1 ""#42"
"very upset about this hotel !#strongnegative";"1";"1";"1";"very upset about this hotel !";"A G P D N O";"very#458 upset#1 about#50 this#254 hotel#680 !#234"
"doesn 't have an internal restaurant#negative";"1";"1";"1";"doesn 't have a internal restaurant";"N A V D G N";"doesn#4 't#95 have#138 an#78 internal#1 restaurant#70"
"looking to come back next year#positive";"1";"1";"1";"look to come back next year";"V P V A G N";"looking#13 to#771 come#30 back#59 next#51 year#24"
"close to all attractions and amenities#positive";"1";"1";"1";"close to all attraction and amenity";"G P D N C N";"close#50 to#771 all#188 attractions#5 and#1183 amenities#9"
"easy access to airport with metro#positive";"1";"1";"1";"easy access to airport with metro";"G N P N P N";"easy#16 access#15 to#771 airport#32 with#296 metro#12"
"not far from the city centers#positive";"1";"1";"1";"not far from the city center";"A A P D N N";"not#259 far#14 from#148 the#2027 city#62 centers#2"
"very easy to travel to anywhere#positive";"1";"1";"1";"very easy to travel to anywhere";"A G P V P A";"very#458 easy#16 to#771 travel#12 to#771 anywhere#2"
"cannot be said from the outside#negative";"1";"1";"1";"cannot be say from the outside";"O V V P D N";"cannot#10 be#115 said#6 from#148 the#2027 outside#18"
"will be going back soon !#positive";"1";"1";"1";"will be go back soon !";"O V V A A O";"will#63 be#115 going#19 back#59 soon#5 !#234"
"not handled in a timely manner#negative";"1";"1";"1";"not handle in a timely manner";"A V P D G N";"not#259 handled#3 in#626 a#833 timely#1 manner#1"
"had a table all to ourselves#positive";"1";"1";"1";"have a table all to ourselves";"V D N D P Q";"had#154 a#833 table#6 all#188 to#771 ourselves#3"
"will be back again and again#strongpositive";"1";"1";"1";"will be back again and again";"O V A A C A";"will#63 be#115 back#59 again#58 and#1183 again#58"
"cleaned daily to a high standard#strongpositive";"1";"1";"1";"clean daily to a high standard";"V A P D G N";"cleaned#13 daily#10 to#771 a#833 high#8 standard#19"
"close to the center of baku#positive";"1";"1";"1";"close to the center of Baku";"G P D N P R";"close#50 to#771 the#2027 center#36 of#490 baku#2"
"supported our needs throughout the visit#positive";"1";"1";"1";"support our need throughout the visit";"V Q N P D N";"supported#1 our#128 needs#14 throughout#4 the#2027 visit#38"
"collected only in the ground floor#negative";"1";"1";"1";"collect ONLY in the ground floor";"V R P D N N";"collected#1 only#84 in#626 the#2027 ground#7 floor#26"
"the availability of better food locally#negative";"1";"1";"1";"the availability of good food locally";"D N P G N A";"the#2027 availability#1 of#490 better#33 food#131 locally#1"
"with some of the smallest pitches#negative";"1";"1";"1";"with some of the smallest pitch";"P D P D G N";"with#296 some#65 of#490 the#2027 smallest#1 pitches#1"
"very dissapointed with the singke room.#strongnegative";"1";"1";"1";"very dissapointed with the singke room.";"A G P D N N";"very#458 dissapointed#1 with#296 the#2027 singke#1 room.#2"
"in the center of the city#positive";"1";"1";"1";"in the Center of the City";"P D R P D R";"in#626 the#2027 center#36 of#490 the#2027 city#62"
"which spreads and maximizes the noise#negative";"1";"1";"1";"which spread and maximize the noise";"O V C V D N";"which#73 spreads#1 and#1183 maximizes#1 the#2027 noise#20"
"not even close to 5 star#strongnegative";"1";"1";"1";"not even close to 5 star";"A A G P O N";"not#259 even#40 close#50 to#771 5#31 star#27"
"located in a centre of tallinn#positive";"1";"1";"1";"locate in a centre of Tallinn";"V P D N P R";"located#33 in#626 a#833 centre#26 of#490 tallinn#2"
"warmly welcomed by all the staff#positive";"1";"1";"1";"warmly welcome by all the staff";"A V P D D N";"warmly#1 welcomed#2 by#52 all#188 the#2027 staff#191"
"will come back for sure !#strongpositive";"1";"1";"1";"will come back for sure !";"O V A P G O";"will#63 come#30 back#59 for#419 sure#14 !#234"
"acceptable for a short business trip#positive";"1";"1";"1";"Acceptable for a short business trip";"R P D G N N";"acceptable#2 for#419 a#833 short#19 business#31 trip#30"
"did not match the new room#negative";"1";"1";"1";"do not match the new room";"V A V D G N";"did#30 not#259 match#3 the#2027 new#20 room#262"
"best rooms are in another hotel#negative";"1";"1";"1";"good room be in another hotel";"G N V P D N";"best#64 rooms#124 are#218 in#626 another#9 hotel#680"
"can only be locked using keys#negative";"1";"1";"1";"can only be lock use key";"O A V V V N";"can#81 only#84 be#115 locked#1 using#5 keys#3"
"always ready to go beyond expectation#positive";"1";"1";"1";"always ready to go beyond expectation";"A G P V P N";"always#46 ready#5 to#771 go#51 beyond#2 expectation#2"
"not worth 3 stars at all#negative";"1";"1";"1";"not worth 3 star at all";"A G O N P D";"not#259 worth#21 3#19 stars#10 at#214 all#188"
"robbed in elevator of hotel !#strongnegative";"1";"1";"1";"Robbed in elevator of hotel !";"R P N P N O";"robbed#2 in#626 elevator#7 of#490 hotel#680 !#234"
"8 ! ! ! ! !#strongpositive";"1";"1";"1";"8 ! ! ! ! !";"O O O O O O";"8#8 !#234 !#234 !#234 !#234 !#234"
"spoiled the impression of the trip#negative";"1";"1";"1";"spoil the impression of the trip";"V D N P D N";"spoiled#1 the#2027 impression#9 of#490 the#2027 trip#30"
"only by passing through bar area#negative";"1";"1";"1";"only by pass through bar area";"A P V G N N";"only#84 by#52 passing#4 through#14 bar#45 area#67"
"not suitable for couples without children#negative";"1";"1";"1";"not suitable for couple without child";"A G P N P N";"not#259 suitable#1 for#419 couples#7 without#16 children#19"
"did make an effort to smile#positive";"1";"1";"1";"do make a effort to smile";"V V D N P V";"did#30 make#19 an#78 effort#2 to#771 smile#5"
"to be avoided at all costs#strongnegative";"1";"1";"1";"to be avoid at all cost";"P V V P D N";"to#771 be#115 avoided#2 at#214 all#188 costs#3"
"always there to answer your queries#positive";"1";"1";"1";"always there to answer your query";"A A P V Q N";"always#46 there#213 to#771 answer#3 your#30 queries#1"
"situated in frankfurt flughaven railway station#positive";"1";"1";"1";"situate in Frankfurt Flughaven railway station";"V P R R N N";"situated#10 in#626 frankfurt#10 flughaven#1 railway#4 station#26"
"less than 5 minutes away walking#positive";"1";"1";"1";"less than 5 minute away walk";"G P O N A V";"less#8 than#23 5#31 minutes#29 away#18 walking#30"
"taking care about the guests !#strongpositive";"1";"1";"1";"take care about the guest !";"V N P D N O";"taking#5 care#8 about#50 the#2027 guests#33 !#234"
"5 minutes walk to big bem#positive";"1";"1";"1";"5 minute walk to Big Bem";"O N V P R R";"5#31 minutes#29 walk#31 to#771 big#42 bem#1"
"would take an hour or so#negative";"1";"1";"1";"would take a hour or so";"O V D N C A";"would#88 take#12 an#78 hour#6 or#56 so#118"
"with bus stop to all airports#positive";"1";"1";"1";"with bus stop to all airport";"P G N P D N";"with#296 bus#20 stop#8 to#771 all#188 airports#1"
"at the very centre of madrid#positive";"1";"1";"1";"at the very centre of Madrid";"P D G N P R";"at#214 the#2027 very#458 centre#26 of#490 madrid#8"
"a bit of heaven on earth#strongpositive";"1";"1";"1";"a bit of heaven on earth";"D N P N P N";"a#833 bit#25 of#490 heaven#2 on#161 earth#3"
"not the hotel 's best side#negative";"1";"1";"1";"not the hotel 's good side";"A D N O G N";"not#259 the#2027 hotel#680 's#82 best#64 side#13"
"would have booked a better hotel#negative";"1";"1";"1";"would have book a good hotel";"O V V D G N";"would#88 have#138 booked#22 a#833 better#33 hotel#680"
"in a very middle of paris#strongpositive";"1";"1";"1";"in a very middle of Paris";"P D A G P R";"in#626 a#833 very#458 middle#8 of#490 paris#27"
"very far from any nice sorrundings#strongnegative";"1";"1";"1";"very far from any nice sorrundings";"A A P D G N";"very#458 far#14 from#148 any#37 nice#168 sorrundings#1"
"it 's € 7 / person#negative";"1";"1";"1";"it have € 7 / person";"Q V G O G N";"it#302 's#82 €#9 7#8 /#40 person#8"
"know most of world main languages#positive";"1";"1";"1";"know most of world main language";"V G P N G N";"know#12 most#39 of#490 world#13 main#24 languages#4"
"not what you expect from amsterdam#negative";"1";"1";"1";"not what you expect from Amsterdam";"A Q Q V P R";"not#259 what#39 you#224 expect#17 from#148 amsterdam#16"
"kind in a "" cupboard ""#negative";"1";"1";"1";"kind in a "" cupboard """;"G P D N N N";"kind#19 in#626 a#833 ""#42 cupboard#1 ""#42"
"not commonly on the tourist map#positive";"1";"1";"1";"not commonly on the tourist map";"A A P D N N";"not#259 commonly#1 on#161 the#2027 tourist#6 map#1"
"close to one of the bridges#positive";"1";"1";"1";"close to one of the bridge";"A P O P D N";"close#50 to#771 one#98 of#490 the#2027 bridges#1"
"in the middle of the pinewold#negative";"1";"1";"1";"in the middle of the pinewold";"P D N P D N";"in#626 the#2027 middle#8 of#490 the#2027 pinewold#1"
"easy to reach by public transport#positive";"1";"1";"1";"easy to reach by public transport";"G P V P G N";"easy#16 to#771 reach#5 by#52 public#10 transport#7"
"a good option in this category#positive";"1";"1";"1";"a good option in this category";"D N N P D N";"a#833 good#275 option#8 in#626 this#254 category#1"
"aren 't included in the price#negative";"1";"1";"1";"aren 't include in the price";"V A V P D N";"aren#2 't#95 included#10 in#626 the#2027 price#44"
"does not include any other restaurant#negative";"0";"1";"2";"do not include any other restaurant";"V A V D G N";"does#9 not#259 include#2 any#37 other#55 restaurant#70"
"18th century luxury with modern comfort !#positive";"1";"1";"1";"18th century luxury with modern comfort !";"G N N P G N O";"18th#2 century#2 luxury#11 with#296 modern#26 comfort#10 !#234"
"catered for all different cultures and tastes.we#positive";"1";"1";"1";"cater for all different culture and tastes.we";"V P D G N C Q";"catered#2 for#419 all#188 different#16 cultures#1 and#1183 tastes.we#1"
"a machine which disclose your room card#negative";"1";"1";"1";"a machine which disclose your room card";"D N O V Q N N";"a#833 machine#6 which#73 disclose#1 your#30 room#262 card#3"
"would be enough space for one person#positive";"1";"1";"1";"would be enough space for one person";"O V G N P O N";"would#88 be#115 enough#31 space#12 for#419 one#98 person#8"
"not far from the sablon and downtown#positive";"1";"1";"1";"not far from the Sablon and downtown";"A A P D R C N";"not#259 far#14 from#148 the#2027 sablon#1 and#1183 downtown#4"
"can not be a 4 stars hotel#positive";"1";"1";"1";"can not be a 4 star hotel";"O A V D O N N";"can#81 not#259 be#115 a#833 4#29 stars#10 hotel#680"
"lots of groups passing in the weekends#negative";"1";"1";"1";"lot of group pass in the weekend";"N P N V P D N";"lots#12 of#490 groups#2 passing#4 in#626 the#2027 weekends#4"
"looking forward to hear calimera everywhere again#positive";"1";"1";"1";"look forward to hear Calimera everywhere again";"V A P V R A A";"looking#13 forward#6 to#771 hear#10 calimera#1 everywhere#6 again#58"
"well known at the time of booking#positive";"1";"1";"1";"well know at the time of booking";"A V P D N P N";"well#84 known#2 at#214 the#2027 time#74 of#490 booking#8"
"walking distance to the centre of town#positive";"1";"1";"1";"walking distance to the centre of town";"N N P D N P N";"walking#30 distance#23 to#771 the#2027 centre#26 of#490 town#12"
"always will remember with joy and happiness#positive";"1";"1";"1";"always will remember with joy and happiness";"A O V P N C N";"always#46 will#63 remember#2 with#296 joy#1 and#1183 happiness#1"
"doesn 't have such a hostel atmosphere#negative";"1";"1";"1";"doesn 't have such a hostel atmosphere";"V A V G D N N";"doesn#4 't#95 have#138 such#15 a#833 hostel#8 atmosphere#12"
"very close to the main railway station#positive";"1";"1";"1";"very close to the main railway station";"A A P D G N N";"very#458 close#50 to#771 the#2027 main#24 railway#4 station#26"
"the nicest i have ever stayed in#strongpositive";"1";"1";"1";"the nicest i have ever stay in";"D G N V A V A";"the#2027 nicest#3 i#393 have#138 ever#32 stayed#54 in#626"
"a few steps from our hotel room#strongpositive";"1";"1";"1";"a few step from our hotel room";"D G N P Q N N";"a#833 few#34 steps#6 from#148 our#128 hotel#680 room#262"
"not as friendly as one can expect#negative";"1";"1";"1";"not as friendly as one can expect";"A A G P N O V";"not#259 as#145 friendly#126 as#145 one#98 can#81 expect#17"
"came back tp poland satisfied and relaxed#positive";"1";"1";"1";"come back tp Poland satisfy and relax";"V A N R V C V";"came#9 back#59 tp#1 poland#1 satisfied#5 and#1183 relaxed#6"
"right at the start of vitosha street#positive";"1";"1";"1";"right at the start of Vitosha street";"A P D N P R N";"right#11 at#214 the#2027 start#5 of#490 vitosha#1 street#16"
"next to the city center port vieuz#positive";"1";"1";"1";"next to the city center Port Vieuz";"G P D N N R R";"next#51 to#771 the#2027 city#62 center#36 port#1 vieuz#1"
"not to eat in the buffet restaurant#negative";"1";"1";"1";"NOT to eat in the buffet restaurant";"R P V P D N N";"not#259 to#771 eat#14 in#626 the#2027 buffet#14 restaurant#70"
"located among the vineyards and olive trees#positive";"1";"1";"1";"locate among the vineyard and olive tree";"V P D N C G N";"located#33 among#2 the#2027 vineyards#1 and#1183 olive#1 trees#1"
"in front of the via di pantaneto#positive";"1";"1";"1";"in front of the Via di Pantaneto";"A G P D R R R";"in#626 front#20 of#490 the#2027 via#4 di#2 pantaneto#1"
"the most wonderful part of the trip#positive";"1";"1";"1";"the much wonderful part of the trip";"D A G N P D N";"the#2027 most#39 wonderful#36 part#12 of#490 the#2027 trip#30"
"can be far from the main buildings#negative";"1";"1";"1";"can be far from the main building";"O V A P D G N";"can#81 be#115 far#14 from#148 the#2027 main#24 buildings#2"
"not in acordance of today 's traveller#negative";"1";"1";"1";"not in acordance of today 's traveller";"A P N P N O N";"not#259 in#626 acordance#1 of#490 today#1 's#82 traveller#3"
"laying in the real center of lyon#positive";"1";"1";"1";"lay in the real center of Lyon";"V P D G N P R";"laying#1 in#626 the#2027 real#6 center#36 of#490 lyon#5"
"not really taking care of the result#negative";"1";"1";"1";"not really take care of the result";"A A V N P D N";"not#259 really#92 taking#5 care#8 of#490 the#2027 result#3"
"took all the trouble to help me#positive";"1";"1";"1";"take all the trouble to help me";"V D D N P V Q";"took#16 all#188 the#2027 trouble#6 to#771 help#19 me#32"
"completely out of touch with sofia reality#negative";"1";"1";"1";"completely out of touch with Sofia reality";"A P P N P R N";"completely#3 out#48 of#490 touch#3 with#296 sofia#1 reality#2"
"located verz close to the city center#positive";"1";"1";"1";"locate verz close to the city center";"V A G P D N N";"located#33 verz#1 close#50 to#771 the#2027 city#62 center#36"
"not see any actual indication of where#negative";"1";"1";"1";"not see any actual indication of where";"A V D G N P O";"not#259 see#13 any#37 actual#3 indication#1 of#490 where#26"
"do their best to keep customers comfortable#positive";"1";"1";"1";"do their good to keep customer comfortable";"V Q G P V N G";"do#37 their#18 best#64 to#771 keep#11 customers#4 comfortable#32"
"goes from the airport to a hotel#positive";"1";"1";"1";"go from the airport to a hotel";"V P D N P D N";"goes#2 from#148 the#2027 airport#32 to#771 a#833 hotel#680"
"attrackts back packing , party focused youngsters#negative";"1";"1";"1";"attrackts back packing , party focus youngster";"V A N O N V N";"attrackts#1 back#59 packing#1 ,#1248 party#7 focused#1 youngsters#1"
"aimed more for the russians and egyptians#negative";"1";"1";"1";"aim much for the Russians and Egyptians";"V A P D R C R";"aimed#1 more#50 for#419 the#2027 russians#10 and#1183 egyptians#2"
"remarkable for his position in the town#positive";"1";"1";"1";"remarkable for his position in the town";"G P Q N P D N";"remarkable#1 for#419 his#8 position#4 in#626 the#2027 town#12"
"not expect to be able to sleep#negative";"1";"1";"1";"not expect to be able to sleep";"A V P V G P V";"not#259 expect#17 to#771 be#115 able#6 to#771 sleep#12"
"trying very , very , very friendly#strongpositive";"1";"1";"1";"try very , very , very friendly";"V A O A O A A";"trying#7 very#458 ,#1248 very#458 ,#1248 very#458 friendly#126"
"provides a prefect "" base camp ""#positive";"1";"1";"1";"provide a prefect "" base camp """;"V D G N N N N";"provides#3 a#833 prefect#1 ""#42 base#1 camp#1 ""#42"
"let you feel that you are welcome#positive";"1";"1";"1";"let you feel that you be welcome";"V Q V P Q V G";"let#7 you#224 feel#15 that#162 you#224 are#218 welcome#14"
"located very close to the subway station#positive";"1";"1";"1";"locate very close to the subway station";"V A A P D N N";"located#33 very#458 close#50 to#771 the#2027 subway#7 station#26"
"greek dishes with a general european twist#positive";"1";"1";"1";"Greek dish with a general european twist";"R V P D G G N";"greek#1 dishes#3 with#296 a#833 general#16 european#5 twist#1"
"useless for removing creases in cotton shirts#negative";"1";"1";"1";"useless for remove crease in cotton shirt";"G P V N P N N";"useless#2 for#419 removing#1 creases#1 in#626 cotton#1 shirts#2"
"just a few steps from the strip#positive";"1";"1";"1";"just a few step from the strip";"A D G N P D N";"just#65 a#833 few#34 steps#6 from#148 the#2027 strip#9"
"wasn 't that easy to move around#negative";"1";"1";"1";"Wasn 't that easy to move around";"R A P G P V A";"wasn#9 't#95 that#162 easy#16 to#771 move#2 around#34"
"could hear everything from the rooms around#negative";"1";"1";"1";"can hear everything from the room around";"O V N P D N A";"could#42 hear#10 everything#52 from#148 the#2027 rooms#124 around#34"
"nicely laid out across the expansive grounds#positive";"1";"1";"1";"nicely lay out across the expansive ground";"A V A P D G N";"nicely#4 laid#2 out#48 across#8 the#2027 expansive#1 grounds#7"
"helpful in providing directions and general info#positive";"1";"1";"1";"helpful in provide direction and general info";"N P V N C G N";"helpful#45 in#626 providing#1 directions#4 and#1183 general#16 info#1"
"very close to george 5 metro station.the#positive";"1";"1";"1";"very close to George 5 metro station.the";"A G P R O N D";"very#458 close#50 to#771 george#1 5#31 metro#12 station.the#1"
"best reason to choose lord byron hotel#positive";"1";"1";"1";"good reason to choose Lord Byron hotel";"G N P V R R N";"best#64 reason#5 to#771 choose#9 lord#1 byron#1 hotel#680"
"a city hotel with all the comforts#positive";"1";"1";"1";"a city hotel with all the comfort";"D N N P D D N";"a#833 city#62 hotel#680 with#296 all#188 the#2027 comforts#3"
"not even close to trying to help#negative";"1";"1";"1";"not even close to try to help";"A A G P V P V";"not#259 even#40 close#50 to#771 trying#7 to#771 help#19"
"always happy to comply with our wishes#positive";"1";"1";"1";"always happy to comply with our wish";"A G P V P Q N";"always#46 happy#9 to#771 comply#1 with#296 our#128 wishes#1"
"a view on the splendid surrounding gardens#positive";"1";"1";"1";"a view on the splendid surround garden";"D N P D G V N";"a#833 view#33 on#161 the#2027 splendid#3 surrounding#5 gardens#6"
"did not feel very safe at all#negative";"1";"1";"1";"do not feel very safe at all";"V A V A G P D";"did#30 not#259 feel#15 very#458 safe#9 at#214 all#188"
"couldn 't ask for a better resort#strongpositive";"1";"1";"1";"Couldn 't ask for a good resort";"R A V P D G N";"couldn#5 't#95 ask#14 for#419 a#833 better#33 resort#31"
"meals in the main self sevice restaurant#negative";"0";"1";"2";"meal in the main self sevice restaurant";"N P D G N N N";"meals#10 in#626 the#2027 main#24 self#6 sevice#2 restaurant#70"
"placed about 30 minutes from center of paris#negative";"1";"1";"1";"place about 30 minute from center of Paris";"V P O N P N P R";"placed#5 about#50 30#4 minutes#29 from#148 center#36 of#490 paris#27"
"absolutely amazing for the price we paid !#strongpositive";"1";"1";"1";"absolutely amazing for the price we pay !";"A G P D N Q V O";"absolutely#18 amazing#19 for#419 the#2027 price#44 we#407 paid#15 !#234"
"does not speak any english at all !!#strongnegative";"1";"1";"1";"do not speak any English at all !!";"V A V D R P D G";"does#9 not#259 speak#13 any#37 english#26 at#214 all#188 !!#5"
"short walk to the shops , restaurants etc.#positive";"1";"1";"1";"short walk to the shop , restaurant etc.";"G N P D N O N V";"short#19 walk#31 to#771 the#2027 shops#12 ,#1248 restaurants#42 etc.#10"
"smelling as bad as being in a hospital#negative";"1";"1";"1";"smell as bad as be in a hospital";"V A G P V P D N";"smelling#1 as#145 bad#33 as#145 being#15 in#626 a#833 hospital#2"
"located about 5 · 7 minutes from hotel#positive";"1";"1";"1";"locate about 5 · 7 minute from hotel";"V P O N O N P N";"located#33 about#50 5#31 ·#216 7#8 minutes#29 from#148 hotel#680"
"not the most positive persons in the world#negative";"1";"1";"1";"not the much positive person in the world";"A D A G N P D N";"not#259 the#2027 most#39 positive#6 persons#4 in#626 the#2027 world#13"
"covered with dust and a few electrical items#negative";"1";"1";"1";"cover with dust and a few electrical item";"V P N C D G G N";"covered#3 with#296 dust#4 and#1183 a#833 few#34 electrical#2 items#4"
"one of the best i have stayed in#positive";"1";"1";"1";"one of the good i have stay in";"O P D G Q V V P";"one#98 of#490 the#2027 best#64 i#393 have#138 stayed#54 in#626"
"can not be a 4 · star hotel#negative";"1";"1";"1";"can not be a 4 · star hotel";"O A V D O N G N";"can#81 not#259 be#115 a#833 4#29 ·#216 star#27 hotel#680"
"few minutes away from everything you might need#positive";"1";"1";"1";"few minute away from everything you may need";"G N A P N Q O V";"few#34 minutes#29 away#18 from#148 everything#52 you#224 might#12 need#23"
"minutes from numerous restaurants , bars , etc.#positive";"1";"1";"1";"minute from numerous restaurant , bar , etc.";"N P G N O N O O";"minutes#29 from#148 numerous#3 restaurants#42 ,#1248 bars#15 ,#1248 etc.#10"
